record_id,source_id,weak_label,headline_hash,model_timestamp,split,split_reason
0bfd16062b3a7e037adcf6d1f542fa6c1e51bb84bffeb38e90545a53eb383550,cnn,Lean Left,376b67a749b13e2321bf4ff64eb05b938187f524cef1d461e78f20d2c39bd843,2023-04-17 11:37:37+00:00,test_ood,frozen_holdout_outlet
0bffdeab9982260903466259dee1dc2b7ab54fd67d349a387be90e187b3a7425,washington_examiner,Lean Right,6b28d2374ebb087896c1c4c562cc1acdbcad3957b9a2bbd7e7070efb14e5dcbc,2026-08-22 16:31:12+00:00,test_ood,frozen_holdout_outlet
0c1caf5d2cb24f74dc0679df2e288693dd49f88ec053bf08eae87f7ca5b226a7,mother_jones,Left,0036dd41df77db8e7834b1a536f1438811780589b18fd63d3d0b4a4fcea31ac0,2026-07-30 18:05:04+00:00,test_ood,frozen_holdout_outlet
0c50b9944b4927384d64ccd9783601a324f2952373c7909582661f0450d7d69c,fox_news,Right,fe3529b4eaafb1b68a7ecb7e1cc996894758b02de751d8113e7d9a068c811882,2026-08-19 11:15:00+00:00,train,older_non_holdout_record
0ca7c09de73685aabe8f67e1631c3be456c0f7089204e548014bb33e44313f59,abc_news,Lean Left,79feca8ef05456945f3f6a4c101ecf168809f8c337c9dab3d639c5e05af74d01,2026-08-25 01:54:27+00:00,train,older_non_holdout_record
0cbf1992f727ffa0cec7ee7f1b3cb1d3132c6cff298ff5091a86c737d1191711,breitbart,Right,806cea012ef48e2dbb2a7c430440fc6e3120a4e1b030e7e5414bbdb26fb7c798,2026-08-26 20:01:00+00:00,train,older_non_holdout_record
0cf1c6f3eac847b037e97d0cec7a10ced1777b2eea59a123577c0e79b156c6bf,reason,Lean Right,b08de376f42a527d7e15f61b2b4383456b9052fb8bc0a2eae8d4f1701ace48b1,2026-08-19 12:32:15+00:00,train,older_non_holdout_record
0d056ee996270fdc303aed2bed51d6b63f0a518cb936e883760814f27fc69132,newsnation,Center,28c430219036f3f47db8932b2d24282b2b35e9b82a96f0230bf3263970765d58,2026-08-27 03:43:18+00:00,validation,newest_within_outlet
0d17e02832d38dfe87b26918555eb6d372d918fb63b1e959f541cabf7d42f733,mediaite,Lean Left,8c2aecd081a64910425a877604a3cc65168e9630f836be67981f42ad468c50f9,2026-08-26 23:13:10+00:00,validation,newest_within_outlet
0d67ef981413c6493bd635d7d4c2a8d8c50914ffb30b6f04ccf35659664826d1,washington_examiner,Lean Right,251e91991297ca5800330cd870e42d7e5f0d9171c8462df3749af8b64daf2658,2026-08-24 17:52:31+00:00,test_ood,frozen_holdout_outlet
0d9091bf7a1e528dba92f79246443acffe2c03fdb5f2389a3a02c35ff1ea55bb,reason,Lean Right,eedd443671d7af3af98221f753a37bc678a2de2aedb963dde8578531c64931f1,2026-08-17 12:01:21+00:00,train,older_non_holdout_record
0dae04874558b9365932d1d3413e72df34a5235ee795b47214769097b8af7357,washington_examiner,Lean Right,20e7152bf3273dacb9330e0d0a6448be18717d51f12d6c022740838e24c2af4c,2026-08-25 15:24:07+00:00,test_ood,frozen_holdout_outlet
0dfb3d0c02a654c023eeb6705e14dca2872600c678991ace3095d2a5105b2faa,washington_examiner,Lean Right,d31ec0c1d835751072ed65643a89fae22aaa1f911369dcbd6ce9633d34380787,2026-08-24 17:47:59+00:00,test_ood,frozen_holdout_outlet
0e03637008220912a9c1a042f103121bac6e45036af57fa129e52459616550c0,washington_examiner,Lean Right,c58ffe7d7999367e26b1a94c97ca3b89449df7df150153862200178e536ea43d,2026-08-26 09:00:00+00:00,test_ood,frozen_holdout_outlet
0e1e1d5bcc7b19c9306b09c11fe48f729e6189bc8e890aff99131c8effbf82e2,mediaite,Lean Left,24090fed16714820c0a68dbab2e46c1acc502c4496829a686ef6c15826e318ca,2026-08-26 23:22:40+00:00,validation,newest_within_outlet
0e4290c8acccc1331aab04c540c42b61469a016ee7d030a775915aa2e8f21a92,mediaite,Lean Left,f128ab2ac36811cacaea06cee53033f42da309d97e23b4aa78f476f44d01201d,2026-08-22 00:26:51+00:00,train,older_non_holdout_record
0e638ae9d1fd6464e00ad20882456e3478df2bf78c59fa5cfda4494513784ccd,vox,Left,b2a53ceccf037a95409ae49a4df36470febdfe6ccbe772b1eeb034ad8c141018,2026-08-05 16:23:40+00:00,train,older_non_holdout_record
0e8b5c51a55af15e815324ca102172b4b27a5621cd338dc5e2d1499efa356fa9,breitbart,Right,001d0961ee8f2bb11fa063f85e3502e6ac4a585d750a0b6a67247fa5951d6424,2026-08-27 03:13:16+00:00,validation,newest_within_outlet
0ee411f07811d63cfe92e1870eac4f68b25c0da6d6e43cb325b19bfa2b1a83e5,mediaite,Lean Left,9d78217751cf73579fe395c23b33f62cc50fbd3d0f0f3e0523b31b312f192606,2026-08-23 21:11:37+00:00,train,older_non_holdout_record
0f134d54d24ba2c3fe3fe8949d2c22a256167f14f5db96cfefe0a47217bc1fbf,reason,Lean Right,035f44aa5aaf0aa64d731bc9417b35365b08e24d43958034b642b7054df10003,2026-08-18 11:00:47+00:00,train,older_non_holdout_record
0f82d0047ed4c16c3152068caea6f5f7314aee01ca1da39906cceac7b6c57493,cnn,Lean Left,1ee59d263b15318438378af667202fc674a2b33074789e2132d7234ca2c5ffba,2023-04-18 21:17:44+00:00,test_ood,frozen_holdout_outlet
0f89783364cc223b9e0cdd1958bec868841d810fd9d19b3793097946b7adc247,newsmax,Right,08320abd6133a6c8d5f78d9cdec6dae553e3b22226c1c6c7777c6d9f34209d94,2026-08-27 01:35:32+00:00,test_ood,frozen_holdout_outlet
0fa9bd9c3906c2d056689152679a6c9a2a5e8253c1a60c5234ec7f618ac91e9f,newsmax,Right,05add579d2a9a6ce993582d78a8717571da8df7ebd81d107dede7b69951e392b,2026-08-26 20:41:54+00:00,test_ood,frozen_holdout_outlet
1001bcab7035fa7a6c755f75bc40885abbb139cfd616f8a2543bd0624795b62a,the_hill,Center,ac5bd17e2f826994759cfabd9b5e6d6e4aee3789029dfa9157d31c9f11bae6cf,2026-08-26 16:04:02+00:00,train,older_non_holdout_record
10740bf1a8d1f5542492a7b8f046e3fe45a0933fc66929129160daf4979006c6,the_hill,Center,74583a294f117c9f40d3cba31776cbc1e4f7ea37d2b6f253e859f0189f56786a,2026-08-26 22:23:28+00:00,validation,newest_within_outlet
11094adc5327ebbd4062247ed46d6480d807692d94554aae4ef5729a65fd6d79,mother_jones,Left,6e1233a0705f7a63e3dc5b8858b228eabc3c44b530cfd15c91461ef2f344b3a2,2026-07-28 11:30:00+00:00,test_ood,frozen_holdout_outlet
1142baf3dc07889137a3f17b11215849bfdb71bdd6121180853870a6512b7a8c,daily_wire,Right,15b7e11d12dcc1226b4a54094494bcb9452ef1c76ec1b696587a776c04a5887e,2026-08-26 14:53:44+00:00,train,older_non_holdout_record
11bcc2ec2a60ceccc8706ff20e221a875e34765beefc9cd2fda6e48ad573068b,the_atlantic,Left,6a419f799841e2330342abd469337c81d9188ee05e00e5837ba4420e11f65d5b,2026-08-21 10:00:00+00:00,train,older_non_holdout_record
12683718de990703d53c8b5622929779dd57ffa2938f9ec84e1947a22c527432,fox_news,Right,79b389101810dfdf6bac6d256fb1469162f63b5854cb7bc6f77d2d016e070e45,2026-08-26 16:05:02+00:00,train,older_non_holdout_record
129779c12a9d1aef630b96258a3f2ed6368dfb41e207ba1c220a19c21d328d70,mother_jones,Left,8987b00b621b7f5a9c79f612f97f072af3d0045c01b1258c0c7d71d6b0124350,2026-07-28 11:30:00+00:00,test_ood,frozen_holdout_outlet
12b8eb48f53131d5e6fb076efad459d2aea155e12c212c4a9bdaeed0d59be679,washington_examiner,Lean Right,2f5d991f7ffbd0e7ae49020694f933e75dde0cea07d19da21ba559e82b2cfa6d,2026-08-24 18:57:42+00:00,test_ood,frozen_holdout_outlet
12c565dabda7f25f19fd5612e5624877fadecf672434920b1c109931d1bad5ca,reason,Lean Right,c633354fdf4080e2fff4945303732d0c04d4604c6af88dfbcb85a79b950be21e,2026-08-20 21:15:51+00:00,train,older_non_holdout_record
12e613065ac1ae7d1239979b9e66ade16c28d3ccc243647aa515988de991f565,daily_wire,Right,680729690970ec0e7431dcedf7a9cc45106b808e84af5d83fd7071adaec80bdf,2026-08-26 15:39:46+00:00,train,older_non_holdout_record
137ca2c08939d4fc0e804b6110a208f38d87bac0dd4af37b6dfc60478b54230e,fox_news,Right,7a031776a879a8f5524980a69583ee67354003ff3c4dd48b07c004cc3cb03e14,2026-08-23 17:08:36+00:00,train,older_non_holdout_record
1392dd3ec9dfd34605372dfeaf0daba39ed287bc395f316ba422b610e22470aa,washington_examiner,Lean Right,a2258f448aa56af2f4dcd237442ef740a7c7c24122a13e03d9cad9c55df27cc1,2026-08-23 02:20:29+00:00,test_ood,frozen_holdout_outlet
14242e23a4271ac8c0bba17eb6f3f5bed020fe5f33792c1a73d77bf52cf9a980,mother_jones,Left,df0a327aa95d580fb32146b074c1eaf838e180621dbe70bdbdecf118db19b2a1,2026-07-24 20:16:42+00:00,test_ood,frozen_holdout_outlet
14382779c303cc9058dd7ca9b314eaab8c30b9c78e6e820f9b4d2f1ba468a522,the_atlantic,Left,4627f8f37f9330da20cf181c4ba6674daff9322a2341d1bcada39e55917f4b8b,2026-08-19 11:00:00+00:00,train,older_non_holdout_record
1438a4f22eead487b839cdcb9f57fa3b2564e2c6c0c49399755294ae7ea713df,newsnation,Center,51743c1aa1f76d99feb84d8b07af5367a14c0bc5d180e0aad3e192d093a1bc66,2026-08-24 21:26:12+00:00,train,older_non_holdout_record
1489285c9725155066e0a530a034534ba92412985b65d95e5d01cc9f1aa9d54c,the_atlantic,Left,b5b97368d43e82588a45602c53c5ee4c78e33dc8f3a02782c699afd227d08449,2026-08-18 11:31:00+00:00,train,older_non_holdout_record
1491120c8fb9bd536b0b66d992c30f3cfb601e1a330761ce5af3850fa2978a98,washington_examiner,Lean Right,9b4b65175b5714e54ccc1917640e2b98a2d250c966b111f7fab73c1c9b8a4a1e,2026-08-25 03:30:00+00:00,test_ood,frozen_holdout_outlet
14b1dcff62b0773304df154dfa133df07fb3baa08a05e027394c534fde307ffa,mother_jones,Left,e5a43cd8fb5773a4da6e52adbab4871bf0d90097e3782698abb2b375e3f71d2c,2026-08-24 22:22:38+00:00,test_ood,frozen_holdout_outlet
14c298e7800fbaad15c48edc871e5d5b027d1ea348df78934e899d26b54adcd2,breitbart,Right,52e203542f0659a29945e063c6414e1804aca13c0c33673557859d01a995969a,2026-08-26 18:59:51+00:00,train,older_non_holdout_record
14ee5089104ca0de0a4f4dc31eb300345f757ea382c6130156d0cbe64f53d106,reason,Lean Right,3167ab521e50bf351a01e9477a1701aeadbef8843e92788033602f198cc14a35,2026-08-21 21:49:33+00:00,train,older_non_holdout_record
14f2d78f7c6aa0254283d3c5b34179310528ca9e665ef76bc1f3061694e7a7fa,the_dispatch,Lean Right,c257f148717378fe87a3d2ba15c515b2f359a2e24a280a86715ccfb206f8a3ea,2026-08-27 07:00:00+00:00,validation,newest_within_outlet
1516d632b772bfc4d732ca6193cdbbb98e137d5d1620d5141ab9353af2d0d02e,reason,Lean Right,47d697bc58e6d4da5e6dbb8f0072759570d4e72c873c19833a6fb4c561afa663,2026-08-12 04:01:08+00:00,train,older_non_holdout_record
1530e6313dcb6c55908fe609321711188fe91689c40973993ae7efe14bcfe13f,cnn,Lean Left,0f8110142b2b46187fba5ca6edf32dd198d77d8449637e13f01ca44f37bfd591,2023-04-18 15:09:15+00:00,test_ood,frozen_holdout_outlet
1532dfe84869d36d487e3edb1914065ba3ea248d656600d4f7c1f73c7e8a5bd4,the_hill,Center,a1ce5ffa77c66c503b05c10af6b733084ba0594e1a88c34fff5868b0fa044a22,2026-08-26 13:30:00+00:00,train,older_non_holdout_record
1548574bb24015dbb4f7ee471cbb8dc83d99383b9abe56b348e38f25d271375e,washington_examiner,Lean Right,b7cfc62d64188b037f11475c6633c5db241dcae265e795fc8d736e13f48c316b,2026-08-24 11:00:00+00:00,test_ood,frozen_holdout_outlet
15859f8400a53c5c8baa9ff2dade60af1f84749e33a8f716074fd801bd06cf42,washington_examiner,Lean Right,92e87035b9849b3a83911227f2daea3e5adc95ab627bd1358b97f884f1e4854c,2026-08-23 09:00:00+00:00,test_ood,frozen_holdout_outlet
15c59902b4a91ebc63c23aaa2f705508315e4dbd2010e63c5a82a2e3c8a92db2,mother_jones,Left,ce4296ab97b9875da913b8047260da1a0601f1650f29b1d337652da9bc08fd4b,2026-07-29 11:30:00+00:00,test_ood,frozen_holdout_outlet
1616363362b6b3fb3e06a3e29185a836a8414770fb7cd8ce78e0333724d0deda,the_hill,Center,4a5ff8c810472d2bfbf4938919bc967e9a3ca426697b24a1f017d7ffbf8beb0b,2026-08-26 18:04:42+00:00,train,older_non_holdout_record
164af843e2fba9bca38a5b1f0acdd37497bdbc3203dc717859d4133f8dc5dbc8,cs_monitor,Center,1c2cf12075834030b4c57c18eedd4296f8b984e50ba2d7bbd6474944de582218,2026-08-11 19:45:32+00:00,test_ood,frozen_holdout_outlet
1699561226b45128968b1a275aa02a5d40cbcf97c0c8d68ab0b3908e68574f5c,fox_news,Right,3b76e5ccff3f0abebe4e2aa2e27ead3cba58865a504a8a24d52af8662f6bc526,2026-08-26 12:00:59+00:00,train,older_non_holdout_record
16b93b3d8d8b472629f95f06c8cb548e9caf3fc787d7f8f3c396bd675959cdfd,cnn,Lean Left,f2f7141a7573d764a898956aec7a013486347dad78c8e18f60a18f36782e4f34,2023-04-17 19:32:49+00:00,test_ood,frozen_holdout_outlet
16bf63bb1c322cd888e72c3ddca4c75ebfa4f1fd131814d4419234caeff1eab6,mediaite,Lean Left,a81a5eb4405a8f3f37c1d1aeea7a17d423add974934fb10b8719cab6bc79f241,2026-08-24 20:51:45+00:00,train,older_non_holdout_record
16ee1642cec164a1b64eb5b557edc224268bfa93073aa0edcbd18324d6ff6361,newsnation,Center,2a36390a1be83a7c71b42a45a07cb747f3b4d18ac8100f9b48fbca6434e4a589,2026-08-24 15:57:53+00:00,train,older_non_holdout_record
1721d16eaf4965339a66517c048b33c11c94f6df0a5b1c9006d991015e51fc75,fox_news,Right,dbe91f653efb4561062b7645890261505cbb2763afba03d38dadf6dcef137dfe,2026-08-27 07:00:52+00:00,validation,newest_within_outlet
172b13d34dd9e89c7e53e0effbdbe10930472a222c5b341905224065c8e6012e,mediaite,Lean Left,1c44c326ceca6bb5949cddefc65379ae5fb973f6f9ff43e9911992a50f5b697d,2026-08-26 20:40:14+00:00,validation,newest_within_outlet
178af5b7ed7d2daf52c0e485192e5c21e68c19a70f6c0a0753b12e9846580a57,mediaite,Lean Left,96236a202b3315481a7cfd10c59e8e0bf91e07ac414918eebad7899dafef95ab,2026-08-23 22:33:42+00:00,train,older_non_holdout_record
17d93c1709e245f4c531e6f6a37596d0f6df779f819f79817f9f0dfe217ff980,washington_examiner,Lean Right,8581518ff8488a6550755233e6851b8c028681037a2a1e1f9d904abc16b6e472,2026-08-26 18:40:15+00:00,test_ood,frozen_holdout_outlet
181677a6c879cbb93b826965ce056c76667d179038d8f9f7418106c2aa918219,cnn,Lean Left,3398f84ed70b67f8798a078a65f1cabd0b33ae492b4b8f610063137758383674,2022-12-11 16:16:48+00:00,test_ood,frozen_holdout_outlet
18851626c79f0b58f4e81aac11cedfe06e1de52f84479c62780c5b4adffda915,washington_examiner,Lean Right,dec699f40362ca37936bd149b028cb06c7e8f8a64c55d43b09566ebb03a115d1,2026-08-26 18:43:42+00:00,test_ood,frozen_holdout_outlet
18a477e6d7f5c98850e2118d0fbb4428772afc076de51357998f4cd64067b9d9,mediaite,Lean Left,08c4b23b51c89246b502fc5df966f19c50a9066685ec3f04117535c257c6fa49,2026-08-24 22:16:57+00:00,train,older_non_holdout_record
